dataset,subject,theta_centroid,alpha_centroid,theta_peak,alpha_peak,PCI,convergence,ratio
PhysioNet,43,5.647862263189838,10.374748272041838,4.0625,10.3125,-0.1925768428123222,0.2115557680314922,1.8369336553512758
PhysioNet,44,6.233837717935178,9.77918386003049,7.8125,9.6875,1.2694947789449629,0.2820599061193491,1.5687260885690217
PhysioNet,45,5.999195243567681,10.063295271103016,5.625,8.046875,0.9746562824751056,0.2460569359082552,1.677440867071771
PhysioNet,46,5.933461230631893,10.289989986092973,6.796875,11.25,0.5256577039306034,0.2295405484805904,1.7342305925873767
PhysioNet,47,5.826370852409475,9.89630534859579,4.296875,9.765625,0.7991811753129993,0.2457042001381197,1.6985368077803025
PhysioNet,48,6.391049622199235,9.672863526459636,7.96875,8.4375,1.0536096378405728,0.3047095384359898,1.513501552680965
PhysioNet,49,5.766911954042717,10.508392858248854,5.234375,10.46875,-0.0906954519275546,0.2109045718422922,1.822187150071238
PhysioNet,50,6.176671128937958,10.204722214431373,7.8125,9.765625,1.2056017103974703,0.2482590162774724,1.6521394779498344
PhysioNet,51,5.802286991342561,10.281644875325147,4.609375,8.671875,0.2556885798465751,0.2232462834853692,1.771998677532862
PhysioNet,52,6.32398947855388,9.833343658843496,7.65625,9.609375,1.2067229128506676,0.2849527145525884,1.554927264219944
PhysioNet,53,5.977533446975306,10.067934739609772,4.765625,8.359375,0.9162054524201008,0.2444747907254692,1.6842958435814779
PhysioNet,54,6.208425375820253,9.051997688829276,7.96875,8.75,0.903948509232612,0.351670325183964,1.458018280139726
PhysioNet,55,6.200205579382733,9.716745030423784,7.890625,9.921875,1.2620251714041837,0.2843704766923505,1.5671649763895639
PhysioNet,56,6.373638650852606,9.529574216503203,7.109375,9.375,0.998494216689904,0.316863249961141,1.4951544539206698
PhysioNet,57,6.056020802459947,10.145114530682228,6.71875,9.375,0.9940010374163174,0.2445529661250261,1.6752113081515998
PhysioNet,58,5.877409374904767,10.442351200281768,4.21875,10.546875,0.2229613645085363,0.2190608420113687,1.7766928478503283
PhysioNet,59,6.057709156111405,10.39603872569609,7.578125,9.609375,0.6610997560450333,0.2305034654376733,1.7161666989587807
PhysioNet,60,6.138587189479174,10.069176928229256,7.34375,10.078125,1.324008761660808,0.2544147485405072,1.640308529866067
PhysioNet,61,6.416977387657151,9.7597398761577,7.96875,9.765625,1.0778468758098534,0.2991537698056934,1.5209247729203854
PhysioNet,62,5.625691780439123,10.386580947423427,4.21875,10.546875,-0.2576091834154252,0.2100447972901311,1.8462762186044763
PhysioNet,63,6.181285155933172,10.128859453861654,5.234375,9.21875,1.3414382109795149,0.2533201213020252,1.6386332612627263
PhysioNet,64,5.848003983624781,9.92118644939721,4.296875,9.140625,0.8155219894238865,0.2455082747711775,1.6965081551206023
PhysioNet,65,6.631246134739795,9.844143172016436,7.890625,9.609375,0.9692762311230544,0.3112455794249895,1.4845087894483218
PhysioNet,66,5.903604314592011,9.910956242357422,7.109375,9.765625,0.9629677927240672,0.2495413475096564,1.6787975132175426
PhysioNet,67,5.648803553051524,10.546474147187162,5.0,11.796875,-0.4042335531478014,0.2041786969498066,1.8670279552366238
PhysioNet,68,5.773823765135068,10.332699607270609,6.5625,9.21875,0.1336932893336915,0.2193523216310196,1.7895765488486284
PhysioNet,69,5.495978382922298,10.246941649741178,4.21875,10.078125,-0.3857695661127064,0.2104836311794037,1.864443586892843
PhysioNet,70,5.831844772435425,9.949752049548657,4.375,9.84375,0.7390671901030598,0.2428417962584695,1.7061071475319054
PhysioNet,71,6.537259765795218,9.76795326805205,7.65625,9.84375,0.9957883646844804,0.3095310648631448,1.4941968987006955
PhysioNet,72,6.097835728402973,9.489768947635415,7.96875,8.90625,1.2124462642043534,0.2948171250335787,1.5562519835411819
PhysioNet,73,5.912052475132975,10.33667997183996,4.453125,8.515625,0.4226196065610692,0.2260077262423213,1.748408021633378
PhysioNet,74,5.7714515870116605,10.080356781437336,4.84375,10.234375,0.4357024025861944,0.2320775127040797,1.7465895068967803
PhysioNet,75,6.537609627665649,9.33798112426338,7.96875,8.203125,0.8410599930061072,0.3570954786587905,1.4283479216543011
PhysioNet,76,5.919619031940001,10.304392512675063,6.015625,9.453125,0.4781949189073488,0.2280619522065618,1.7407188633384179
PhysioNet,77,6.049874077875215,9.229119625421848,7.8125,8.828125,1.0934249089834145,0.3145400331760099,1.5255060694855356
PhysioNet,78,6.52080943850743,9.617425971933844,7.96875,9.609375,0.944394090103947,0.3229331075402796,1.474882230899115
PhysioNet,79,6.10521051554297,10.028278215870673,7.890625,10.390625,1.300684828756604,0.2549025600339417,1.6425769742648757
PhysioNet,80,6.037129635530837,10.427232952205555,7.34375,10.46875,0.5778716926440635,0.2277850719826451,1.7271838740777183
PhysioNet,81,6.029664612721296,9.844787879702093,7.65625,9.765625,1.404373282414383,0.2621147286785776,1.6327256177618414
PhysioNet,82,6.175044944855904,9.821249645438176,6.484375,9.6875,1.3851617701086394,0.274257778187908,1.5904741962436608
PhysioNet,83,6.274455597752376,10.406215285453642,7.421875,8.984375,1.144924659900342,0.242027628803445,1.6585048891223866
PhysioNet,84,5.925317549880158,9.960933052029782,7.96875,8.75,0.9434387690644046,0.2477936759503815,1.6810800380194384
PhysioNet,85,6.149028020622705,10.400331843667862,6.40625,10.390625,0.8573148340454871,0.2352219558101853,1.6913781834766517
PhysioNet,86,5.665898976612761,10.442072712385734,4.0625,10.9375,-0.234528839613574,0.209372618192282,1.8429683895684827
PhysioNet,87,6.479712006458223,9.58123941606092,7.890625,9.6875,0.9539728698532032,0.3224217838294387,1.4786520460340604
PhysioNet,88,5.762540777029251,10.41881357846584,4.84375,10.0,0.0067060771390182,0.2147640489817247,1.8080242694329405
PhysioNet,89,5.9459034701457245,9.553114725335428,4.296875,8.90625,1.4886912516910515,0.2772224661256802,1.606671681318314
PhysioNet,90,5.883351514540733,10.38539297149802,4.765625,10.234375,0.3032150381271613,0.2221214552466275,1.7652171463545
PhysioNet,91,5.937528949622387,10.235118772867455,5.078125,10.234375,0.6032080293190886,0.2326885629222077,1.7238010727540762
PhysioNet,92,6.601869381448357,9.691893977197878,7.890625,10.078125,0.927556570799636,0.3236220195061063,1.4680529736672272
PhysioNet,93,5.68401249385293,10.20219420632286,4.140625,10.3125,0.0970314221211164,0.2213279729852509,1.794892994580183
PhysioNet,94,6.009527850499422,10.396634988127705,4.296875,11.25,0.5567293070010779,0.2279406380170171,1.7300252610134241
PhysioNet,95,5.548427140449029,11.1782789309214,4.140625,11.484375,-1.46583205705782,0.1776245693878373,2.014675267055368
PhysioNet,96,6.001797993040494,10.277798331520463,4.296875,10.078125,0.6896449022132762,0.2338634052483446,1.7124532254231635
PhysioNet,97,5.692339427592647,10.6147920919665,5.0,10.625,-0.3879579684526105,0.203150760034216,1.8647503767103382
PhysioNet,98,5.889103570396859,10.121375596873,4.0625,10.15625,0.6420679963122932,0.2362797083325988,1.7186615035522177
PhysioNet,99,6.132670045256859,9.554279687632594,5.703125,8.828125,1.219790417346116,0.2922601069436043,1.5579314747288715
PhysioNet,100,5.752087380520801,10.55381301140894,4.21875,10.78125,-0.1776456011913906,0.2082584630757083,1.834779674444616
PhysioNet,101,5.841262410924322,10.484251381892976,4.0625,12.96875,0.0972550317350346,0.2153784999819572,1.7948605360179235
PhysioNet,102,6.213081806024792,9.603291282240487,5.0,8.671875,1.1682955983566758,0.2949670240188948,1.5456566615505092
PhysioNet,103,5.885360742355879,9.8375706904328,4.53125,8.984375,1.0263042186075142,0.2530229955234496,1.6715323191038365
PhysioNet,104,6.074353563167389,9.817053652257998,4.0625,8.984375,1.558257389418466,0.2671867839250184,1.6161478830907943
PhysioNet,105,6.072186531269125,9.894313166274674,5.703125,9.84375,1.4403465913846891,0.2616344500052254,1.62944815929538
PhysioNet,106,6.232333465007271,10.08094025506303,6.25,10.390625,1.5690012849158257,0.2598342866784559,1.617522603959586
PhysioNet,107,6.40329509681379,9.953377760739508,7.265625,10.078125,1.2045257554468003,0.2816835816702335,1.5544149707690655
PhysioNet,108,6.034275063292196,10.50481078347019,4.0625,10.46875,0.4771893641338177,0.2236868381313784,1.7408571325117794
PhysioNet,109,5.874707436902469,10.58764556852083,4.609375,11.5625,0.0464538144863951,0.2121818644915274,1.8022421852046018
OpenNeuro,sub-031,6.709622283771046,9.635620211406756,8.0,8.25,0.856437747059881,0.3417637417153022,1.4360898130902229
OpenNeuro,sub-031,6.668376119904912,9.653568578266798,8.0,9.75,0.880768547800239,0.3349867768823008,1.4476640796326967
OpenNeuro,sub-031,6.615928670117617,9.883250286312068,8.0,9.75,0.9946795592129029,0.3060610853377606,1.493856838413641
OpenNeuro,sub-031,6.742817296180889,9.84336128485929,8.0,9.75,0.9079818463861504,0.3225240485706663,1.459829156343082
OpenNeuro,sub-073,5.890856550785323,9.981567152925845,4.0,10.0,0.8326682286317385,0.2444563053364704,1.6944169437626484
OpenNeuro,sub-073,5.734364394562171,9.944520670605966,4.0,9.75,0.5260581534934498,0.2375208743889386,1.7341975476891975
OpenNeuro,sub-012,5.731033555371781,10.419501821732588,4.0,9.25,-0.0623416673715672,0.2132892755561297,1.8180842462466893
OpenNeuro,sub-012,5.811114364405823,10.677351875134743,4.0,11.75,-0.1957181684141302,0.2054975733911945,1.8374017796888575
OpenNeuro,sub-012,5.929350042854133,10.55596463694378,4.0,9.25,0.1980908102161695,0.2161407611685374,1.7802903455945394
OpenNeuro,sub-012,5.8774636264220215,10.225962059053042,4.0,9.25,0.4846017924095039,0.2299644384130452,1.739859692722288
OpenNeuro,sub-065,6.048088939746322,9.58386545309486,8.0,8.75,1.3513948423588416,0.2828233052130763,1.5846105354225895
OpenNeuro,sub-074,6.749286412473997,9.720684568754448,8.0,9.75,0.86502480455069,0.3365419063367073,1.4402536764166252
OpenNeuro,sub-074,6.417136999938537,9.871934553600669,8.0,9.75,1.139756899014327,0.2894525611030338,1.5383705465062103
OpenNeuro,sub-074,6.470103293980343,9.738106712131,8.0,9.5,1.027389742113859,0.3059972319630846,1.5050929281439978
OpenNeuro,sub-006,6.082643519640143,10.4535446950764,8.0,10.5,0.64281346159776,0.2287857720553909,1.7185857861508946
OpenNeuro,sub-006,6.078903073436365,10.433647834744054,8.0,10.75,0.6597147680636116,0.229634583612131,1.716370159007319
OpenNeuro,sub-006,6.21068468579955,10.425674804928263,8.0,11.0,0.9642965616544557,0.2372484802423952,1.6786675434942138
OpenNeuro,sub-049,6.411419147891062,9.853677082437189,8.0,10.0,1.134200865092579,0.2905069925074784,1.5368948520045527
OpenNeuro,sub-049,6.32614002572472,10.000093368409498,8.0,10.25,1.3303739436318025,0.2721863634961787,1.5807575121234994
OpenNeuro,sub-049,6.336295731611442,9.92464614445722,8.0,10.0,1.2577839122839196,0.2786795839169285,1.5663167511174847
OpenNeuro,sub-049,6.416883397046158,9.887123922170309,8.0,10.0,1.14903028197682,0.2881644637482944,1.5407984391179033
OpenNeuro,sub-034,7.012734216618398,9.78605014838904,8.0,8.5,0.7812269344193847,0.3605791855677775,1.395468564201191
OpenNeuro,sub-034,6.0377091185271246,10.07156747819621,6.25,8.5,1.0570223713172229,0.2479016144934832,1.668110748709459
OpenNeuro,sub-034,6.652566832899796,10.0370355192293,8.0,8.75,1.0385353023185415,0.2954673518000581,1.5087462886643779
OpenNeuro,sub-034,6.913872549586038,10.163407275649927,8.0,8.75,0.9321591575267312,0.3077363636028237,1.4700021157113248
OpenNeuro,sub-025,6.397461816059755,9.51440683120396,7.5,9.75,0.9763826744246517,0.3208269620225351,1.4872158841682552
OpenNeuro,sub-025,6.519886173031966,9.605920981740509,8.0,9.75,0.9403620156979344,0.324040414961646,1.4733264855870072
OpenNeuro,sub-025,6.456086871883582,9.667275901020377,8.0,9.75,1.004717889563883,0.3114111286898647,1.4973893773210523
OpenNeuro,sub-025,6.486225093715068,9.487092428156544,7.5,8.0,0.9145561940320276,0.333236990693599,1.4626523580486306
OpenNeuro,sub-037,5.801050285211156,9.946230686843906,4.0,9.25,0.6736147592247475,0.241244023928635,1.7145568815702599
OpenNeuro,sub-037,6.118082900665402,9.67621414298402,8.0,9.5,1.3347775018965522,0.2810464066379857,1.5815761734663052
OpenNeuro,sub-020,6.743653167576991,10.334064396754147,8.0,10.25,1.1176884870717998,0.2785196280229933,1.5324133878117578
OpenNeuro,sub-020,6.786044321439654,10.432379335119842,8.0,10.5,1.1358273407947983,0.2742479767350603,1.5373284996327021
OpenNeuro,sub-020,6.969880570905694,10.148952335147053,8.0,10.25,0.8994863663527676,0.3145572274423431,1.4561156725571063
OpenNeuro,sub-020,6.834857774007273,10.231152951318776,8.0,10.25,1.0033369427117338,0.294438483050698,1.4969079517978408
OpenNeuro,sub-042,5.848060898872305,10.630715719894736,4.0,11.25,-0.060516259463138,0.2090888925549138,1.8178189153168158
OpenNeuro,sub-042,5.786464184860555,10.582792425609696,4.0,11.0,-0.1367883639723715,0.2084928198833635,1.828887570633901
OpenNeuro,sub-042,5.741729404398475,10.645830910393729,4.0,11.25,-0.3124935242701167,0.2039109506150112,1.8541157481643853
OpenNeuro,sub-042,5.814627491002306,10.489776475181571,4.0,10.25,0.0342636690344816,0.2138969267897144,1.8040324150452807
OpenNeuro,sub-016,6.330355766920088,9.319756160040331,7.75,9.25,0.9376458347715056,0.3345152433582945,1.4722326047995051
OpenNeuro,sub-016,6.427946368822134,9.36559666255807,8.0,9.25,0.9015219570914632,0.3404081153336522,1.4570122594651074
OpenNeuro,sub-030,6.444382305808858,10.03007215330771,8.0,10.0,1.2129031322338513,0.2788863628842679,1.55640551372422
OpenNeuro,sub-030,6.513024286359444,10.130131348677194,8.0,10.0,1.208399264274416,0.2764640312745472,1.5553652041330845
OpenNeuro,sub-030,6.456286232933754,9.971786505979097,8.0,10.0,1.163527235403913,0.2844545362910008,1.544508119096803
OpenNeuro,sub-030,6.524438693553027,9.826706048239377,8.0,9.75,1.0305518476007292,0.302822240779769,1.5061381537617033
OpenNeuro,sub-069,6.671386472423532,9.082345912121207,8.0,8.5,0.7280291484729263,0.4147726351320934,1.3613880637350992
OpenNeuro,sub-069,6.4893817695348925,9.13709112516386,8.0,8.5,0.8029153981505998,0.3776849592173035,1.4080064094948037
OpenNeuro,sub-069,6.6615740702097925,9.065018347455387,8.0,8.5,0.7271662767471296,0.4160695587858705,1.3607922469846385
OpenNeuro,sub-051,6.308386030158911,9.682283496027026,8.0,9.75,1.1265165572721123,0.2963931210466399,1.5348273630907023
OpenNeuro,sub-083,5.732895014634575,10.446448004509902,4.0,10.25,-0.0906321793615188,0.2121541864805576,1.8221941929588565
OpenNeuro,sub-083,5.751826620154998,10.497240888611842,4.0,10.5,-0.1101544411926054,0.2107297579153587,1.8250273490213387
OpenNeuro,sub-083,5.650446148146767,10.241279943101478,4.0,10.0,-0.0237536971186039,0.2178253547534201,1.8124727985347515
OpenNeuro,sub-083,5.624780717085449,10.415000159714058,4.0,10.25,-0.2949954266997781,0.2087587034324371,1.8516277671195547
OpenNeuro,sub-080,6.182002584226385,9.582352815988482,8.0,9.25,1.1859183072574044,0.2940873533141289,1.5500402475466801
OpenNeuro,sub-080,6.193409845858014,9.415667322205923,8.0,9.0,1.0754946055294077,0.3103414321605966,1.5202719594768734
OpenNeuro,sub-080,6.619307985153004,9.654064646360892,8.0,9.5,0.9048535245100366,0.3295157113526136,1.4584703821026
OpenNeuro,sub-080,6.765845839236626,9.370914923691409,8.0,9.0,0.7640897479519143,0.3838669791781324,1.3850322851501309
OpenNeuro,sub-040,6.76307834060942,9.876203236343102,8.0,9.75,0.9090986544646992,0.3212206491844993,1.4603118194034048
OpenNeuro,sub-040,6.696660799594775,9.976004336911606,8.0,9.75,0.9831365629813288,0.3049390796117088,1.4896983191257454
OpenNeuro,sub-040,6.374845802034967,10.126113184435694,8.0,10.0,1.37310640472043,0.2665765721450713,1.5884483325390009
OpenNeuro,sub-040,6.651973262424916,9.75786741268652,8.0,10.0,0.9246734493983324,0.3219684740111868,1.4669132042075255
OpenNeuro,sub-043,5.953654737717208,10.352328556120977,5.5,10.0,0.492189130993148,0.2273412490410323,1.7388190972072288
OpenNeuro,sub-043,6.008177233322023,10.99043338093951,4.0,10.25,-0.1392627838213588,0.2007122818199942,1.8292458684449815
OpenNeuro,sub-043,5.814283884153928,10.292935941261266,5.75,8.0,0.2678083593733465,0.2232814666665304,1.7702843800443455
OpenNeuro,sub-043,5.883527262488271,10.44144720462964,5.75,10.0,0.2370298144950436,0.2193983248266943,1.7746917348715956
OpenNeuro,sub-041,5.78952481040859,10.37357288531041,4.0,10.75,0.1185915563575394,0.218147799425384,1.7917831298797569
OpenNeuro,sub-041,6.066339575512697,10.452084412540156,8.0,10.75,0.6096725735805714,0.2280114409660397,1.7229639525507106
OpenNeuro,sub-041,5.927655743745468,10.334283189136055,5.5,10.5,0.4588789828308201,0.2269309153979009,1.7434013775243635
OpenNeuro,sub-041,5.802873656030648,10.388813789842478,4.0,11.0,0.1289089041881407,0.2180577963997102,1.79028777906372
OpenNeuro,sub-028,6.491725318082033,9.580674051915883,8.0,9.75,0.9466389475315528,0.3237347350724237,1.4758286252854693
OpenNeuro,sub-028,6.164734032137452,9.679381010118163,8.0,9.75,1.2760265079696398,0.2845235968974998,1.5701214293525823
OpenNeuro,sub-028,6.6757778354067785,9.50381931975091,8.0,9.5,0.8317820373233882,0.3536016022169194,1.423627261731937
OpenNeuro,sub-028,6.038826455794257,9.772501363818082,8.0,9.75,1.5697572468769485,0.2678326379864936,1.618278225969114
OpenNeuro,sub-017,5.98668453475761,10.766900600825638,4.0,10.25,0.0724917145589307,0.2091955648403464,1.7984746880038451
OpenNeuro,sub-017,5.887567745002022,10.977994400730347,4.0,11.5,-0.3868301958749882,0.1964471875603367,1.8646060438199812
OpenNeuro,sub-017,5.954653094529925,10.845805509581576,4.0,12.25,-0.0851633560019138,0.2044507950565346,1.8214000609951184
OpenNeuro,sub-089,6.019834484858075,9.89283544283491,8.0,8.75,1.2928414440601323,0.258197715634539,1.643373329901137
OpenNeuro,sub-089,6.514338637331189,9.627823309037762,8.0,9.0,0.9520145427208656,0.321183530815932,1.4779433254919203
LEMON,sub-010002,5.813410585504544,10.510403080953989,4.2724609375,10.6201171875,0.0072777371507518,0.2129021924069121,1.8079581557788413
LEMON,sub-010003,6.400239567988427,9.93852989929448,7.6904296875,9.27734375,1.1976087651325231,0.2826223702312411,1.5528371701901973
LEMON,sub-010004,6.468165745736527,9.808077088350402,7.9345703125,8.056640625,1.0626364769739514,0.2994091451593388,1.5163614344322218
LEMON,sub-010005,6.1888767637021145,9.609388090452246,7.9345703125,9.521484375,1.1969742785959974,0.2923539507615406,1.5526869345357623
LEMON,sub-010006,6.706948517104591,9.386805591528924,7.568359375,8.544921875,0.7881752035905345,0.3731542288369286,1.3995642828612669
LEMON,sub-010007,6.246242820292734,9.453982664927455,6.9580078125,9.3994140625,1.0535884219877187,0.3117459795477504,1.5135470933364048
LEMON,sub-010010,6.137513937397852,9.4380429133989,7.9345703125,9.1552734375,1.1374628510293,0.302981736343248,1.5377631740907114
LEMON,sub-010012,6.020126096227236,10.421748369194132,7.9345703125,10.498046875,0.5485447349316437,0.2271889630651914,1.7311511756747682
LEMON,sub-010015,5.675463993209342,10.379279950903909,4.5166015625,8.4228515625,-0.1361731981185367,0.2125933516519043,1.8287984847270027
LEMON,sub-010016,5.638966629198494,11.10260544885938,4.0283203125,12.3291015625,-1.2352867052366017,0.183028203914487,1.9689078121814443
LEMON,sub-010017,5.817824305784394,10.250704836931044,4.0283203125,9.521484375,0.3263828889243923,0.2255869502851976,1.76194816105726
LEMON,sub-010019,5.621423840831018,10.61826439429296,4.638671875,11.1083984375,-0.5634518655196982,0.2001264577688342,1.8888923331429954
LEMON,sub-010021,6.373123364466828,9.589638831278052,7.9345703125,8.6669921875,1.0262065169201489,0.3108954426982364,1.5047000164385356
LEMON,sub-010022,5.889844547407571,10.44703151622192,5.37109375,10.7421875,0.2436915504574122,0.2194336126305943,1.7737363748963808
LEMON,sub-010023,5.8673129101445145,10.209501040348846,5.615234375,10.009765625,0.4831124036182887,0.2302986351613795,1.74006418213979
LEMON,sub-010024,6.109347186275766,9.590093650347818,7.9345703125,9.521484375,1.2741762267123542,0.2872946967904468,1.5697411454846293
LEMON,sub-010026,6.054216148283723,9.468518287976307,7.9345703125,9.3994140625,1.24675011254544,0.2928856202778931,1.5639544502652891
LEMON,sub-010027,5.884506429164602,9.270520509689415,5.0048828125,8.6669921875,1.3024140889124496,0.2953324989850619,1.5754117395034457
LEMON,sub-010028,5.778910294371247,10.341547712499809,4.2724609375,10.6201171875,0.1341226997560595,0.2191714809567677,1.7895324872186795
LEMON,sub-010029,6.427359187032525,9.765590568236917,7.9345703125,10.25390625,1.0725265045758654,0.2995598224947524,1.519378376727322
LEMON,sub-010030,5.938559107641745,9.513767025462723,7.9345703125,9.3994140625,1.4569342882466665,0.2797040124618769,1.602032892662531
LEMON,sub-010031,5.9788732118386,10.653100971839526,6.9580078125,10.3759765625,0.1876819227928083,0.2139390828485862,1.781790747919795
LEMON,sub-010032,5.752938266280181,10.361254486781728,4.0283203125,9.8876953125,0.0548625481992828,0.216998997497434,1.8010369670594883
LEMON,sub-010033,6.170802448517079,9.82696682629128,6.8359375,9.521484375,1.3968850253685865,0.2735106785895605,1.5924941542493916
LEMON,sub-010034,5.825955257388618,10.475434644974156,4.0283203125,11.71875,0.0753251497550468,0.2150778434828802,1.7980630097852115
LEMON,sub-010035,5.71445786361492,10.893409408079528,4.638671875,10.986328125,-0.6952966639944027,0.1930892751967963,1.9062892172921622
LEMON,sub-010036,5.8240640537572,10.47626975848554,4.150390625,9.8876953125,0.0703198651625497,0.2149518021061783,1.7987902711556072
LEMON,sub-010037,6.543617172519425,9.944006929104576,7.9345703125,10.25390625,1.073426363467911,0.2940839349558128,1.5196498613741385
LEMON,sub-010038,6.347878643434711,10.118045772489712,7.9345703125,8.6669921875,1.4055278349174047,0.2652402309418712,1.5939255207650027
LEMON,sub-010039,5.907136657523048,10.27814358213648,4.5166015625,9.521484375,0.483917894553166,0.2287802369675813,1.739953581240875
LEMON,sub-010040,6.131420155065101,9.713163360785778,7.9345703125,9.6435546875,1.3489091348855673,0.2791936614559143,1.58416208890233
LEMON,sub-010041,5.8878396985078405,10.136880131321355,4.5166015625,9.3994140625,0.619480012319208,0.2353472544712517,1.7216637426270882
LEMON,sub-010042,6.132625733352752,10.328365545685042,7.080078125,9.8876953125,0.9174955289611088,0.2383369905494995,1.68416694492107
